TICKER	NAME	EXCHANGE
RENN	Renren Inc. Cl A	NYSE
AWR	American States Water Co.	NYSE
BLC	Belo Corp. Series A	NYSE
CNS	Cohen +ACY- Steers Inc.	NYSE
FPO	First Potomac Realty Trust	NYSE
GPK	Graphic Packaging Holding Co.	NYSE
PNK	Pinnacle Entertainment Inc.	NYSE
AGRO	Adecoagro S.A.	NYSE
ABD	ACCO Brands Corp.	NYSE
AVX	AVX Corp.	NYSE
AYR	Aircastle Ltd.	NYSE
EIG	Employers Holdings Inc.	NYSE
HGR	Hanger Orthopedic Group Inc.	NYSE
HMN	Horace Mann Educators Corp.	NYSE
HXM	Desarrolladora Homex S.A.B. de C.V.	NYSE
IRC	Inland Real Estate Corp.	NYSE
KNXA	Kenexa Corp.	NYSE
TBI	TrueBlue Inc.	NYSE
MTH	Meritage Homes Corp.	NYSE
SCL	Stepan Co.	NYSE
USM	U.S. Cellular Corp.	NYSE
AAV	Advantage Oil +ACY- Gas Ltd.	NYSE
ETH	Ethan Allen Interiors Inc.	NYSE
IIT	Indosat	NYSE
MTL	Mechel OAO	NYSE
TR	Tootsie Roll Industries Inc.	NYSE
NX	Quanex Building Products Corp.	NYSE
AAT	American Assets Trust Inc.	NYSE
AIN	Albany International Corp. Cl A	NYSE
MTRN	Materion Corp.	NYSE
IBI	Interline Brands Inc.	NYSE
LXU	LSB Industries Inc.	NYSE
NFP	National Financial Partners Corp.	NYSE
GDOT	Green Dot Corp. Cl A	NYSE
LPR	Lone Pine Resources Inc.	NYSE
WAL	Western Alliance Bancorp.	NYSE
AEC	Associated Estates Realty Corp.	NYSE
AZZ	AZZ Inc.	NYSE
CUZ	Cousins Properties Inc.	NYSE
QTM	Quantum Corp.	NYSE
FCF	First Commonwealth Financial Corp. (Pennsylvania)	NYSE
ROG	Rogers Corp.	NYSE
TISI	Team Inc.	NYSE
TGH	Textainer Group Holdings Ltd.	NYSE
FIO	Fusion+AC0-io Inc.	NYSE
CIR	Circor International Inc.	NYSE
REN	Resolute Energy Corp.	NYSE
TMH	Team Health Holding Inc.	NYSE
CODE	Spansion Inc. Cl A	NYSE
ZQK	Quiksilver Inc.	NYSE
AHT	Ashford Hospitality Trust Inc.	NYSE
BAS	Basic Energy Services Inc.	NYSE
DSX	Diana Shipping Inc.	NYSE
FOE	Ferro Corp.	NYSE
NCT	Newcastle Investment Corp.	NYSE
SAH	Sonic Automotive Inc. Cl A	NYSE
SHS	Sauer+AC0-Danfoss Inc.	NYSE
FOR	Forestar Group Inc.	NYSE
GZT	Gazit+AC0-Globe Ltd.	NYSE
AKO.A	Embotelladora Andina S.A. (Series A)	NYSE
GB	Greatbatch Inc.	NYSE
GBX	Greenbrier Cos.	NYSE
NC	NACCO Industries Inc. Cl A	NYSE
SFL	Ship Finance International Ltd.	NYSE
ESC	Emeritus Corp.	NYSE
FTK	Flotek Industries Inc.	NYSE
GFF	Griffon Corp.	NYSE
GSH	Guangshen Railway Co. Ltd.	NYSE
PKE	Park Electrochemical Corp.	NYSE
TSL	Trina Solar Ltd.	NYSE
DGI	DigitalGlobe Inc.	NYSE
CLNY	Colony Financial Inc.	NYSE
CHSP	Chesapeake Lodging Trust	NYSE
AM	American Greetings Corp. Cl A	NYSE
BLX	Banco Latinoamericano de Comercio Exterior S.A. Cl E	NYSE
COT	Cott Corp.	NYSE
DW	Drew Industries Inc.	NYSE
HF	HFF Inc. Cl A	NYSE
IVC	Invacare Corp.	NYSE
KND	Kindred Healthcare Inc.	NYSE
KWR	Quaker Chemical Corp.	NYSE
NDZ	Nordion Inc.	NYSE
TG	Tredegar Corp.	NYSE
JAG	Jaguar Mining Inc.	NYSE
AEA	Advance America Cash Advance Centers Inc.	NYSE
SFI	iStar Financial Inc.	NYSE
LAD	Lithia Motors Inc. Cl A	NYSE
LDR	Landauer Inc.	NYSE
TPC	Tutor Perini Corp.	NYSE
SMP	Standard Motor Products Inc.	NYSE
VIT	Vanceinfo Technologies Inc.	NYSE
BKS	Barnes +ACY- Noble Inc.	NYSE
EPL	Energy Partners Ltd.	NYSE
MIG	Meadowbrook Insurance Group Inc.	NYSE
NRF	Northstar Realty Finance Corp.	NYSE
OFG	Oriental Financial Group Inc.	NYSE
SXI	Standex International Corp.	NYSE
JBT	John Bean Technologies Corp.	NYSE
ONE	Higher One Holdings Inc.	NYSE
BMI	Badger Meter Inc.	NYSE
CASC	Cascade Corp.	NYSE
BH	Biglari Holdings Inc.	NYSE
DX	Dynex Capital Inc.	NYSE
FCH	Felcor Lodging Trust Inc.	NYSE
KBW	KBW Inc.	NYSE
MFB	Maidenform Brands Inc.	NYSE
RT	Ruby Tuesday Inc.	NYSE
LL	Lumber Liquidators Holdings Inc.	NYSE
PMT	PennyMac Mortgage Investment Trust	NYSE
KAR	KAR Auction Services Inc.	NYSE
RLD	RealD Inc.	NYSE
ELT	Elster Group SE	NYSE
OMX	OfficeMax Inc.	NYSE
CCO	Clear Channel Outdoor Holdings Inc.	NYSE
GTY	Getty Realty Corp.	NYSE
ITG	Investment Technology Group Inc.	NYSE
KKD	Krispy Kreme Doughnuts Inc.	NYSE
NPK	National Presto Industries Inc.	NYSE
PZE	Petrobras Argentina S.A.	NYSE
PGI	Premiere Global Services Inc.	NYSE
RDN	Radian Group Inc.	NYSE
SKX	Skechers USA Inc. Cl A	NYSE
GTS	Triple+AC0-S Management Corp. Cl B	NYSE
BPI	Bridgepoint Education Inc.	NYSE
PAM	Pampa Energia S.A.	NYSE
LPI	Laredo Petroleum Holdings Inc.	NYSE
EGY	Vaalco Energy Inc.	NYSE
WMK	Weis Markets Inc.	NYSE
WPP	Wausau Paper Corp.	NYSE
BWS	Brown Shoe Co. Inc.	NYSE
BYD	Boyd Gaming Corp.	NYSE
CQB	Chiquita Brands International Inc.	NYSE
FIX	Comfort Systems USA Inc.	NYSE
MWA	Mueller Water Products Inc.	NYSE
PJC	Piper Jaffray Cos.	NYSE
SPF	Standard Pacific Corp.	NYSE
SSI	Stage Stores Inc.	NYSE
TNS	TNS Inc.	NYSE
LDK	LDK Solar Co. Ltd.	NYSE
DHX	Dice Holdings Inc.	NYSE
GA	Giant Interactive Group Inc.	NYSE
SEM	Select Medical Holdings Corp.	NYSE
KW	Kennedy+AC0-Wilson Holdings Inc.	NYSE
PRIS.B	Promotora de Informaciones S.A. Cl B	NYSE
UHT	Universal Health Realty Income Trust	NYSE
CIA	Citizens Inc. Cl A	NYSE
CKP	Checkpoint Systems Inc.	NYSE
CMN	Cantel Medical Corp.	NYSE
END	Endeavour International Corp.	NYSE
FFG	FBL Financial Group Inc.	NYSE
GDP	Goodrich Petroleum Corp.	NYSE
KRO	Kronos Worldwide Inc.	NYSE
MOD	Modine Manufacturing Co.	NYSE
MYE	Myers Industries Inc.	NYSE
RA	RailAmerica Inc.	NYSE
INXN	InterXion Holding N.V.	NYSE
UAM	Universal American Corp.	NYSE
CGX	Consolidated Graphics Inc.	NYSE
EBF	Ennis Inc.	NYSE
ELY	Callaway Golf Co.	NYSE
KEM	Kemet Corp.	NYSE
MKC.V	McCormick +ACY- Co. Inc. Com. Vtg.	NYSE
PTI	Patni Computer Systems Ltd.	NYSE
RPT	Ramco+AC0-Gershenson Properties Trust	NYSE
RSO	Resource Capital Corp.	NYSE
SRZ	Sunrise Senior Living Inc.	NYSE
SUP	Superior Industries International Inc.	NYSE
COR	CoreSite Realty Corp.	NYSE
AVD	American Vanguard Corp.	NYSE
CPK	Chesapeake Utilities Corp.	NYSE
CV	Central Vermont Public Service Corp.	NYSE
VVI	Viad Corp.	NYSE
HHS	Harte+AC0-Hanks Inc.	NYSE
NP	Neenah Paper Inc.	NYSE
TPL	Texas Pacific Land Trust Sub Share Ctf	NYSE
TRC	Tejon Ranch Co.	NYSE
FSR	Flagstone Reinsurance Holdings Ltd.	NYSE
DUF	Duff +ACY- Phelps Corp. Cl A	NYSE
ISS	iSoftStone Holdings Ltd.	NYSE
YGE	Yingli Green Energy Holding Co. Ltd.	NYSE
VHS	Vanguard Health Systems Inc.	NYSE
UBA	Urstadt Biddle Properties Inc. Cl A	NYSE
IN	Intermec Inc.	NYSE
MOV	Movado Group Inc.	NYSE
PQ	PetroQuest Energy Inc.	NYSE
STP	Suntech Power Holdings Co. Ltd.	NYSE
EXAM	ExamWorks Group Inc.	NYSE
ACW	Accuride Corp.	NYSE
BPZ	BPZ Resources Inc.	NYSE
CTS	CTS Corp.	NYSE
EBS	Emergent Biosolutions Inc.	NYSE
MEI	Methode Electronics Inc.	NYSE
ORA	Ormat Technologies Inc.	NYSE
TREX	Trex Co. Inc.	NYSE
MIL	MFC Industrial Ltd.	NYSE
PRO	Pros Holdings Inc.	NYSE
PMC	PharMerica Corp.	NYSE
EJ	E+AC0-House (China) Holdings Ltd.	NYSE
ES	EnergySolutions Inc.	NYSE
DOLE	Dole Food Co. Inc.	NYSE
MG	Mistras Group Inc.	NYSE
CALX	Calix Inc.	NYSE
EXL	Excel Trust Inc.	NYSE
HPP	Hudson Pacific Properties Inc.	NYSE
KH	China Kanghui Holdings	NYSE
VG	Vonage Holdings Corp.	NYSE
HTH	Hilltop Holdings Inc.	NYSE
BTH	BLYTH Inc.	NYSE
CGI	Celadon Group Inc.	NYSE
GMK	Gruma S.A.B. de C.V.	NYSE
LF	LeapFrog Enterprises Inc. Cl A	NYSE
MDF	Metropolitan Health Networks Inc.	NYSE
MNR	Monmouth Real Estate Investment Corp. Cl A	NYSE
OB	OneBeacon Insurance Group Ltd. Cl A	NYSE
PBNY	Provident New York Bancorp	NYSE
FLY	Fly Leasing Ltd.	NYSE
ZEP	Zep Inc.	NYSE
FN	Fabrinet	NYSE
WNS	WNS (Holdings) Ltd.	NYSE
ALC	Assisted Living Concepts Inc. Cl A	NYSE
BRP	Brookfield Residential Properties Inc.	NYSE
CYD	China Yuchai International Ltd.	NYSE
SFE	Safeguard Scientifics Inc.	NYSE
STRI	STR Holdings Inc.	NYSE
CCG	Campus Crest Communities Inc.	NYSE
DANG	E+AC0-Commerce China Dangdang Inc.	NYSE
VHI	Valhi Inc.	NYSE
TCL	Tata Communications Ltd.	NYSE
DVR	Cal Dive International Inc.	NYSE
GY	GenCorp Inc.	NYSE
KRG	Kite Realty Group Trust	NYSE
SJW	SJW Corp.	NYSE
ARI	Apollo Commercial Real Estate Finance Inc.	NYSE
PPC	Pilgrim's Pride Corp.	NYSE
WAIR	Wesco Aircraft Holdings Inc.	NYSE
BFS	Saul Centers Inc.	NYSE
CBZ	CBIZ Inc	NYSE
CPE	Callon Petroleum Co.	NYSE
AOI	Alliance One International Inc.	NYSE
DRD	DRDGOLD Ltd.	NYSE
FSS	Federal Signal Corp.	NYSE
FUR	Winthrop Realty Trust	NYSE
HVB	Hudson Valley Holding Corp.	NYSE
NM	Navios Maritime Holdings Inc.	NYSE
SSP	E.W. Scripps Co. Cl A	NYSE
SVN	7 Days Group Holdings Ltd.	NYSE
QUAD	Quad/Graphics Inc.	NYSE
PRIS	Promotora de Informaciones S.A. Cl A	NYSE
USNA	USANA Health Sciences Inc.	NYSE
UTI	Universal Technical Institute Inc.	NYSE
UTL	Unitil Corp.	NYSE
VQ	Venoco Inc.	NYSE
CBR	Ciber Inc.	NYSE
FRO	Frontline Ltd.	NYSE
FRM	Furmanite Corp.	NYSE
XOXO	XO Group Inc.	NYSE
LSE	CapLease Inc.	NYSE
SMA	Symmetry Medical Inc.	NYSE
STL	Sterling Bancorp	NYSE
KAI	Kadant Inc.	NYSE
DM	The Dolan Co.	NYSE
BTM.C	Brasil Telecom S/A	NYSE
PLOW	Douglas Dynamics Inc.	NYSE
NOR	Noranda Aluminum Holding Corp.	NYSE
ENV	Envestnet Inc.	NYSE
IPHI	Inphi Corp.	NYSE
BAH	Booz Allen +ACY- Hamilton Inc.	NYSE
THR	Thermon Group Holdings Inc.	NYSE
WGO	Winnebago Industries Inc.	NYSE
CDR	Cedar Realty Trust Inc.	NYSE
GCA	Global Cash Access Holdings Inc.	NYSE
GFIG	GFI Group Inc.	NYSE
MCS	Marcus Corp.	NYSE
OSG	Overseas Shipholding Group Inc.	NYSE
CAP	CAI International Inc.	NYSE
HGG	HHGregg Inc.	NYSE
INN	Summit Hotel Properties Inc.	NYSE
CBS.A	CBS Corp. Cl A	NYSE
WHG	Westwood Holdings Group Inc.	NYSE
ADC	Agree Realty Corp.	NYSE
BZH	Beazer Homes USA Inc.	NYSE
CSU	Capital Senior Living Corp.	NYSE
GPX	GP Strategies Corp.	NYSE
HUB.A	Hubbell Inc. Cl A	NYSE
MED	Medifast Inc.	NYSE
CVO	Cenveo Inc.	NYSE
OMN	OMNOVA Solutions Inc.	NYSE
SRI	Stoneridge Inc.	NYSE
STC	Stewart Information Services Corp.	NYSE
TNK	Teekay Tankers Ltd.	NYSE
GGS	Global Geophysical Services Inc.	NYSE
AMRC	Ameresco Inc. Cl A	NYSE
CJES	C+ACY-J Energy Services Inc.	NYSE
WWE	World Wrestling Entertainment Inc. Cl A	NYSE
ALG	Alamo Group Inc.	NYSE
ANW	Aegean Marine Petroleum Network Inc.	NYSE
BFR	BBVA Banco Frances S.A.	NYSE
HNR	Harvest Natural Resources Inc.	NYSE
HVT	Haverty Furniture Cos. Inc.	NYSE
MHO	M/I Homes Inc.	NYSE
NCS	NCI Building Systems Inc.	NYSE
PHX	Panhandle Oil +ACY- Gas Inc.	NYSE
PNX	Phoenix Cos. Inc.	NYSE
REX	Rex American Resources Corp.	NYSE
SYX	Systemax Inc.	NYSE
IL	IntraLinks Holdings Inc.	NYSE
DMD	Demand Media Inc.	NYSE
QIHU	Qihoo 360 Technology Co. Ltd.	NYSE
SN	Sanchez Energy Corp.	NYSE
CPAC	Cementos Pacasmayo S.A.A.	NYSE
WG	Willbros Group Inc.	NYSE
AHS	AMN Healthcare Services Inc.	NYSE
ARC	American Reprographics Co.	NYSE
CAS	A.M. Castle +ACY- Co.	NYSE
CBM	Cambrex Corp.	NYSE
STZ.B	Constellation Brands Inc. Cl B	NYSE
CDI	CDI Corp.	NYSE
CSA	Cogdell Spencer Inc.	NYSE
GNK	Genco Shipping +ACY- Trading Ltd.	NYSE
IRS	IRSA+AC0-Inversiones y Representaciones S.A. GDS	NYSE
OLP	One Liberty Properties Inc.	NYSE
PKY	Parkway Properties Inc.	NYSE
PVA	Penn Virginia Corp.	NYSE
RAS	RAIT Financial Trust	NYSE
TLB	Talbots Inc.	NYSE
TRK	Speedway Motorsports Inc.	NYSE
MX	MagnaChip Semiconductor Corp.	NYSE
SFUN	SouFun Holdings Ltd.	NYSE
MITT	AG Mortgage Investment Trust Inc.	NYSE
FENG	Phoenix New Media Ltd. Cl A	NYSE
RSE	Rouse Properties Inc.	NYSE
SLCA	U.S. Silica Holdings Inc.	NYSE
DK	Delek US Holdings Inc.	NYSE
ETM	Entercom Communications Corp. Cl A	NYSE
GBL	GAMCO Investors Inc. Cl A	NYSE
HZO	MarineMax Inc.	NYSE
IMN	Imation Corp.	NYSE
JRN	Journal Communications Inc. Cl A	NYSE
LEN.B	Lennar Corp. Cl B	NYSE
LVB	Steinway Musical Instruments Inc.	NYSE
MGI	MoneyGram International Inc.	NYSE
MLR	Miller Industries Inc.	NYSE
SWS	SWS Group Inc.	NYSE
TGS	Transportadora de Gas del Sur S.A.	NYSE
STV	China Digital TV Holding Co. Ltd.	NYSE
ORN	Orion Marine Group Inc.	NYSE
TRNO	Terreno Realty Corp.	NYSE
STNG	Scorpio Tankers Inc.	NYSE
RRTS	Roadrunner Transportation Systems Inc.	NYSE
BOX	SeaCube Container Leasing Ltd.	NYSE
CMRE	Costamare Inc.	NYSE
ARX	Aeroflex Holding Corp.	NYSE
BCEI	Bonanza Creek Energy Inc.	NYSE
ASI	American Safety Insurance Holdings Ltd.	NYSE
AGM	Federal Agricultural Mortgage Corp. Cl C	NYSE
AP	Ampco+AC0-Pittsburgh Corp.	NYSE
CSS	CSS Industries Inc.	NYSE
HW	Headwaters Inc.	NYSE
DRL	Doral Financial Corp.	NYSE
FVE	Five Star Quality Care Inc.	NYSE
OPY	Oppenheimer Holdings Inc.	NYSE
HOV	Hovnanian Enterprises Inc. Cl A	NYSE
IBA	Industrias Bachoco S.A.B. de C.V.	NYSE
NOA	North American Energy Partners Inc.	NYSE
OME	Omega Protein Corp.	NYSE
REV	Revlon Inc. Cl A	NYSE
SBX	SeaBright Holdings Inc.	NYSE
SEH	Spartech Corp.	NYSE
TNP	Tsakos Energy Navigation Ltd.	NYSE
SCR	Simcere Pharmaceutical Group	NYSE
SOL	ReneSola Ltd.	NYSE
SB	Safe Bulkers Inc.	NYSE
MUSA	Metals USA Holdings Corp.	NYSE
ACTV	Active Network Inc.	NYSE
AMTG	Apollo Residential Mortgage Inc.	NYSE
TEA	Teavana Holdings Inc.	NYSE
INVN	InvenSense Inc.	NYSE
IMPV	Imperva Inc.	NYSE
GWRE	Guidewire Software Inc.	NYSE
RNDY	Roundy's Inc.	NYSE
USU	USEC Inc.	NYSE
VPG	Vishay Precision Group Inc.	NYSE
AI	Arlington Asset Investment Corp. Cl A	NYSE
HDY	Hyperdynamics Corp.	NYSE
KCP	Kenneth Cole Productions Inc. Cl A	NYSE
LDL	Lydall Inc.	NYSE
MTE	Mahanagar Telephone Nigam Ltd.	NYSE
NGS	Natural Gas Services Group Inc.	NYSE
NTE	Nam Tai Electronics Inc.	NYSE
PIKE	Pike Electric Corp.	NYSE
TUC	Mac+AC0-Gray Corp.	NYSE
ART	Artio Global Investors Inc. Cl A	NYSE
CLDT	Chatham Lodging Trust	NYSE
MY	China Ming Yang Wind Power Group Ltd.	NYSE
FXCM	FXCM Inc.	NYSE
FF	FutureFuel Corp.	NYSE
TMS	TMS International Corp. Cl A	NYSE
PPP	Primero Mining Corp.	NYSE
GNE	Genie Energy Ltd. Cl B	NYSE
MN	Manning +ACY- Napier Inc.	NYSE
MTDR	Matador Resources Co.	NYSE
WNI	Schiff Nutrition International Inc. Cl A	NYSE
CRY	CryoLife Inc.	NYSE
DCO	Ducommun Inc.	NYSE
FBC	Flagstar Bancorp Inc.	NYSE
HIL	Hill International Inc.	NYSE
DYN	Dynegy Inc.	NYSE
MILL	Miller Energy Resources Inc.	NYSE
MPR	Met+AC0-Pro Corp.	NYSE
TVL	Lin TV Corp.	NYSE
XRS	TAL Education Group	NYSE
NOAH	Noah Holdings Ltd.	NYSE
WD	Walker +ACY- Dunlop Inc.	NYSE
PTGI	Primus Telecommunications Group Inc.	NYSE
UFI	Unifi Inc.	NYSE
ALJ	Alon USA Energy Inc.	NYSE
FC	Franklin Covey Co.	NYSE
GMXR	GMX Resources Inc.	NYSE
IDT	IDT Corp. Cl B	NYSE
ISH	International Shipholding Corp.	NYSE
MDS	Midas Inc.	NYSE
MNI	McClatchy Co. Cl A	NYSE
MSO	Martha Stewart Living Omnimedia Inc.	NYSE
SGK	Schawk Inc.	NYSE
PULS	Pulse Electronics Corp.	NYSE
TRR	TRC Cos. Inc.	NYSE
JMP	JMP Group Corp.	NYSE
SKH	Skilled Healthcare Group Inc. Cl A	NYSE
AMBO	Ambow Education Holding Ltd.	NYSE
CCSC	Country Style Cooking Restaurant Chain Co. Ltd.	NYSE
PRLB	Proto Labs Inc.	NYSE
RLH	Red Lion Hotels Corp.	NYSE
EQU	Equal Energy Ltd.	NYSE
ENZ	Enzo Biochem Inc.	NYSE
GKK	Gramercy Capital Corp.	NYSE
GTN	Gray Television Inc.	NYSE
MPG	MPG Office Trust Inc.	NYSE
NL	NL Industries Inc.	NYSE
EDN	Empresa Distribuidora y Comercializadora Norte S.A.	NYSE
RST	Rosetta Stone Inc.	NYSE
XRM	Xerium Technologies Inc.	NYSE
ABR	Arbor Realty Trust Inc.	NYSE
BBW	Build+AC0-A+AC0-Bear Workshop Inc.	NYSE
CFI	Culp Inc.	NYSE
CSV	Carriage Services Inc.	NYSE
DAC	Danaos Corp.	NYSE
EXM	Excel Maritime Carriers Ltd.	NYSE
LUB	Luby's Inc.	NYSE
MPX	Marine Products Corp.	NYSE
NTZ	Natuzzi S.p.A.	NYSE
ODC	Oil+AC0-Dri Corp. of America	NYSE
AHC	A. H. Belo Corp. Series A	NYSE
CO	China Cord Blood Corp.	NYSE
JKS	JinkoSolar Holding Co. Ltd.	NYSE
MXL	MaxLinear Inc.	NYSE
XUE	Xueda Education Group	NYSE
TEU	Box Ships Inc.	NYSE
STAG	STAG Industrial Inc.	NYSE
AVG	AVG Technologies N.V.	NYSE
GWAY	Greenway Medical Technologies Inc.	NYSE
EPAM	EPAM Systems Inc.	NYSE
CBK	Christopher +ACY- Banks Corp.	NYSE
NLS	Nautilus Inc.	NYSE
DHT	DHT Holdings Inc.	NYSE
EVC	Entravision Communications Corp.	NYSE
FBN	Furniture Brands International Inc.	NYSE
FBP	First BanCorp (Puerto Rico)	NYSE
FMD	First Marblehead Corp.	NYSE
IHC	Independence Holding Co.	NYSE
RC	Grupo Radio Centro S.A.B. de C.V.	NYSE
SPA	Sparton Corp.	NYSE
OWW	Orbitz Worldwide Inc.	NYSE
XIN	Xinyuan Real Estate Co. Ltd.	NYSE
CGA	China Green Agriculture Inc.	NYSE
CCM	Concord Medical Services Holdings Ltd.	NYSE
DEXO	Dex One Corp.	NYSE
BALT	Baltic Trading Ltd.	NYSE
CSFS	Cash Store Financial Services Inc.	NYSE
CIS	Camelot Information Systems Inc.	NYSE
TOWR	Tower International Inc.	NYSE
BITA	Bitauto Holdings Ltd.	NYSE
GCAP	GAIN Capital Holdings Inc.	NYSE
NPTN	NeoPhotonics Corp.	NYSE
TAOM	Taomee Holdings Ltd.	NYSE
GSE	GSE Holding Inc.	NYSE
ZLC	Zale Corp.	NYSE
ZZ	Sealy Corp.	NYSE
BIO.B	Bio+AC0-Rad Laboratories Inc. Cl B	NYSE
BRT	BRT Realty Trust	NYSE
BXC	BlueLinx Holdings Inc.	NYSE
CRD.A	Crawford +ACY- Co. Cl A	NYSE
JW.B	John Wiley +ACY- Sons Inc. Cl B	NYSE
KV.A	K+AC0-V Pharmaceutical Co. Cl A	NYSE
MEG	Media General Inc. Cl A	NYSE
NWY	New York +ACY- Co. Inc.	NYSE
SCX	L.S. Starrett Co. Cl A	NYSE
NPD	China Nepstar Chain Drugstore Ltd.	NYSE
SQNS	Sequans Communications S.A.	NYSE
PACD	Pacific Drilling S.A.	NYSE
FX	FX Alliance Inc.	NYSE
UBP	Urstadt Biddle Properties Inc.	NYSE
ADY	Feihe International Inc.	NYSE
AIQ	Alliance HealthCare Services Inc.	NYSE
AOB	American Oriental Bioengineering Inc.	NYSE
BSI	Alon Holdings+AC0-Blue Square+AC0-Israel Ltd.	NYSE
BXG	Bluegreen Corp.	NYSE
CRD.B	Crawford +ACY- Co. Cl B	NYSE
CT	Capital Trust Inc. Cl A	NYSE
PAR	Par Technology Corp.	NYSE
KID	Kid Brands Inc.	NYSE
SKY	Skyline Corp.	NYSE
TGX	Theragenics Corp.	NYSE
PRGN	Paragon Shipping Inc. Cl A	NYSE
PZN	Pzena Investment Management Inc.	NYSE
UTA	Universal Travel Group	NYSE
CHC	China Hydroelectric Corp.	NYSE
DQ	Daqo New Energy Corp.	NYSE
SHP	ShangPharma Corp.	NYSE
LAS	Lentuo International Inc.	NYSE
FRF	Fortegra Financial Corp.	NYSE
IFT	Imperial Holdings Inc.	NYSE
NQ	NetQin Mobile Inc.	NYSE
ZX	China Zenix Auto International Ltd.	NYSE
HRG	Harbinger Group Inc.	NYSE
SAB	Grupo Casa Saba S.A.B. de C.V.	NYSE
BBX	BankAtlantic Bancorp Inc. Cl A	NYSE
DDE	Dover Downs Gaming +ACY- Entertainment Inc.	NYSE
FCE.B	Forest City Enterprises Inc. Cl B	NYSE
KFS	Kingsway Financial Services Inc.	NYSE
FAC	First Acceptance Corp.	NYSE
MLP	Maui Land +ACY- Pineapple Co. Inc.	NYSE
MOG.B	Moog Inc. Cl B	NYSE
SR	Standard Register Co.	NYSE
ATV	Acorn International Inc.	NYSE
MXT	Maxcom Telecomunicaciones S.A.B. de C.V.	NYSE
GRO	AGRIA Corp.	NYSE
GSL	Global Ship Lease Inc. Cl A	NYSE
GSI	General Steel Holdings Inc.	NYSE
DL	China Distance Education Holdings Ltd.	NYSE
XNY	China Xiniya Fashion Ltd.	NYSE
ZA	Zuoan Fashion Ltd.	NYSE
DDMG	Digital Domain Media Group Inc.	NYSE
AXR	Amrep Corp.	NYSE
CPF	Central Pacific Financial Corp.	NYSE
DVD	Dover Motorsports Inc.	NYSE
HVT.A	Haverty Furniture Cos. Inc. Cl A	NYSE
KV.B	K+AC0-V Pharmaceutical Co. Cl B	NYSE
SRT	Startek Inc.	NYSE
TAP.A	Molson Coors Brewing Co. Cl A	NYSE
TMM	Grupo TMM S.A.B.	NYSE
QXM	Qiao Xing Mobile Communication Co. Ltd.	NYSE
NED	Noah Education Holdings Ltd.	NYSE
WH	WSP Holdings Ltd.	NYSE
GU	Gushan Environmental Energy Ltd.	NYSE
VRS	Verso Paper Corp.	NYSE
CTC	IFM Investments Ltd.	NYSE
BORN	China New Borun Corp.	NYSE
SYSW	Syswin Inc.	NYSE
ARL	American Realty Investors Inc.	NYSE
GTN.A	Gray Television Inc. Cl A	NYSE
TCI	Transcontinental Realty Investors	NYSE
CMM	China Mass Media Corp.	NYSE
FLWS	1+AC0-800 FLOWERS.COM	NASDAQ
FCTY	1st Century Bancshares	NASDAQ
FCCY	1st Constitution Bancorp (NJ)	NASDAQ
SRCE	1st Source Corporation	NASDAQ
FUBC	1st United Bancorp	NASDAQ
VNET	21Vianet Group	NASDAQ
JOBS	51job	NASDAQ
EGHT	8x8 Inc	NASDAQ
AVHI	A V Homes	NASDAQ
SHLM	A. Schulman	NASDAQ
AAON	AAON	NASDAQ
ASTM	Aastrom Biosciences	NASDAQ
ABAX	ABAXIS	NASDAQ
ABMD	ABIOMED	NASDAQ
AXAS	Abraxas Petroleum Corporation	NASDAQ
ACTG	Acacia Research Corporation	NASDAQ
ACHC	Acadia Healthcare Company	NASDAQ
ACAD	ACADIA Pharmaceuticals Inc.	NASDAQ
ACST	Acasti Pharma	NASDAQ
AXDX	Accelerate Diagnostics	NASDAQ
ACCL	Accelrys	NASDAQ
ANCX	Access National Corporation	NASDAQ
ARAY	Accuray Incorporated	NASDAQ
ACRX	AcelRx Pharmaceuticals	NASDAQ
ACET	Aceto Corporation	NASDAQ
ACHN	Achillion Pharmaceuticals	NASDAQ
ACIW	ACI Worldwide	NASDAQ
ACNB	ACNB Corporation	NASDAQ
ACOR	Acorda Therapeutics	NASDAQ
ACFN	Acorn Energy	NASDAQ
ACTS	Actions Semiconductor Co.	NASDAQ
ACPW	Active Power	NASDAQ
ATVI	Activision Blizzard	NASDAQ
BIRT	Actuate Corporation	NASDAQ
ACUR	Acura Pharmaceuticals	NASDAQ
ACXM	Acxiom Corporation	NASDAQ
ADES	ADA+AC0-ES	NASDAQ
ADUS	Addus HomeCare Corporation	NASDAQ
AEY	ADDvantage Technologies Group	NASDAQ
ADEP	Adept Technology	NASDAQ
ADBE	Adobe Systems Incorporated	NASDAQ
ADTN	ADTRAN	NASDAQ
AEIS	Advanced Energy Industries	NASDAQ
ADVS	Advent Software	NASDAQ
AEGR	Aegerion Pharmaceuticals	NASDAQ
AEGN	Aegion Corp	NASDAQ
AEHR	Aehr Test Systems	NASDAQ
AEPI	AEP Industries Inc.	NASDAQ
AVAV	AeroVironment	NASDAQ
AEZS	AEterna Zentaris Inc.	NASDAQ
ATRM	Aetrium Incorporated	NASDAQ
AFCE	AFC Enterprises	NASDAQ
AFFX	Affymetrix	NASDAQ
AGEN	Agenus Inc.	NASDAQ
AGYS	Agilysys	NASDAQ
AIRM	Air Methods Corporation	NASDAQ
AIRT	Air T	NASDAQ
